epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,38.8847,1.93772,1.86369,2.043,0.59379,0.56364,0.56577,0.35679,2.61787,2.40227,2.56138,0.000806528,0.000806528,0.000806528
90,39.2866,2.13737,1.83119,2.13411,0.72282,0.50793,0.54483,0.36342,2.45631,2.39395,2.5588,0.000799454,0.000799454,0.000799454
91,39.8609,2.03038,1.80582,2.07827,0.66106,0.42631,0.4822,0.32422,2.30602,2.43279,2.5705,0.00079238,0.00079238,0.00079238
92,40.2627,1.98077,1.845,2.04499,0.63529,0.48163,0.50351,0.31235,2.44407,2.44211,2.59257,0.000785307,0.000785307,0.000785307
93,40.6587,2.06972,1.73693,2.06282,0.58758,0.47784,0.49239,0.30624,2.51267,2.43556,2.61049,0.000778233,0.000778233,0.000778233
94,41.0628,1.98218,1.7462,2.04489,0.61086,0.53435,0.55168,0.33858,2.4589,2.32132,2.51713,0.00077116,0.00077116,0.00077116
95,41.472,1.92457,1.69634,2.04861,0.63186,0.58047,0.56742,0.36258,2.40641,2.23528,2.4773,0.000764086,0.000764086,0.000764086
96,41.8677,1.90056,1.81781,2.03552,0.78776,0.49203,0.5808,0.38847,2.33776,2.18971,2.46323,0.000757013,0.000757013,0.000757013
97,42.2658,1.83663,1.6857,2.01423,0.68947,0.50589,0.57497,0.37329,2.31787,2.1284,2.46474,0.000749939,0.000749939,0.000749939
98,42.7608,1.86168,1.65117,2.00336,0.6072,0.55742,0.57444,0.37082,2.30771,2.09745,2.4483,0.000742866,0.000742866,0.000742866
99,43.1591,1.80444,1.64102,1.98198,0.65139,0.52447,0.59084,0.35761,2.30935,2.1308,2.43534,0.000735792,0.000735792,0.000735792
100,43.5777,1.87282,1.66071,1.98214,0.50442,0.55364,0.52775,0.361,2.32086,2.04616,2.41374,0.000728719,0.000728719,0.000728719
101,43.9794,1.92727,1.71519,1.99337,0.49787,0.56385,0.51896,0.33909,2.36391,2.10207,2.42139,0.000721645,0.000721645,0.000721645
102,44.3718,2.06114,1.857,2.13486,0.50863,0.52589,0.54506,0.33725,2.30737,2.24374,2.38174,0.000714571,0.000714571,0.000714571
103,44.7863,1.84239,1.7142,2.00815,0.44983,0.48542,0.49323,0.31813,2.40366,2.36981,2.41821,0.000707498,0.000707498,0.000707498
104,45.3688,1.80302,1.77392,2.0383,0.4711,0.52061,0.49987,0.31467,2.60816,2.46559,2.49069,0.000700424,0.000700424,0.000700424
105,45.7682,1.89619,1.63944,2.00028,0.77987,0.42946,0.52956,0.34503,2.62339,2.46463,2.50978,0.000693351,0.000693351,0.000693351
106,46.3486,1.74741,1.57832,1.98832,0.67232,0.46115,0.53418,0.34436,2.48848,2.33589,2.47069,0.000686277,0.000686277,0.000686277
107,46.7579,1.83248,1.64439,1.98269,0.53009,0.53395,0.53316,0.34271,2.37303,2.21032,2.4272,0.000679204,0.000679204,0.000679204
108,47.1581,1.79459,1.57226,1.97487,0.623,0.54177,0.54891,0.34348,2.31874,2.16323,2.42968,0.00067213,0.00067213,0.00067213
109,47.5582,1.83171,1.60058,2.02672,0.63424,0.49807,0.53759,0.34634,2.37196,2.1931,2.45963,0.000665057,0.000665057,0.000665057
110,47.9712,1.94948,1.69067,2.0465,0.74564,0.47807,0.54661,0.35891,2.34596,2.17766,2.4675,0.000657983,0.000657983,0.000657983
111,48.3729,1.90152,1.79728,2.03417,0.69946,0.48473,0.55445,0.36634,2.32866,2.04758,2.46739,0.000650909,0.000650909,0.000650909
112,48.7728,1.72233,1.59911,2.00884,0.7205,0.48077,0.56269,0.37837,2.32368,2.0177,2.46618,0.000643836,0.000643836,0.000643836
113,49.267,1.82963,1.53523,1.96072,0.62406,0.50166,0.53619,0.36425,2.29078,2.04981,2.43685,0.000636762,0.000636762,0.000636762
114,49.6668,1.85005,1.64821,2.01693,0.64882,0.44352,0.53869,0.37731,2.26919,2.07787,2.39451,0.000629689,0.000629689,0.000629689
115,50.0667,1.77765,1.55936,1.99299,0.62952,0.50282,0.57683,0.38267,2.26689,2.07012,2.39338,0.000622615,0.000622615,0.000622615
116,50.4669,1.78485,1.57609,1.96683,0.574,0.56238,0.56848,0.37425,2.2752,2.03902,2.42007,0.000615542,0.000615542,0.000615542
117,50.8687,1.76029,1.52672,1.97749,0.5729,0.51256,0.53744,0.35297,2.23249,2.09103,2.4265,0.000608468,0.000608468,0.000608468
118,51.2719,1.78426,1.55863,1.97223,0.73239,0.46703,0.55961,0.36466,2.17054,2.13138,2.37025,0.000601395,0.000601395,0.000601395
119,51.6845,1.7378,1.56238,1.97067,0.71652,0.50589,0.55928,0.37333,2.27124,2.10407,2.4057,0.000594321,0.000594321,0.000594321
120,52.0835,1.77267,1.55333,1.99296,0.64701,0.56409,0.57712,0.38666,2.26241,2.12091,2.38573,0.000587248,0.000587248,0.000587248
121,52.5798,1.6717,1.49437,1.91596,0.66037,0.566,0.59243,0.39189,2.26012,2.07295,2.3606,0.000580174,0.000580174,0.000580174
122,52.9908,1.75795,1.50746,1.98095,0.61176,0.54705,0.57513,0.38862,2.25324,2.0342,2.34146,0.0005731,0.0005731,0.0005731
123,53.4085,1.67839,1.49235,1.94236,0.57902,0.52451,0.5707,0.38618,2.23179,2.00546,2.30041,0.000566027,0.000566027,0.000566027
124,53.8174,1.73708,1.58779,2.02435,0.70033,0.50821,0.57581,0.38612,2.3463,2.03172,2.31332,0.000558953,0.000558953,0.000558953
125,54.2205,1.74152,1.46695,1.96144,0.59136,0.58484,0.57177,0.36471,2.5278,2.11368,2.42466,0.00055188,0.00055188,0.00055188
126,54.621,1.83998,1.48095,1.97098,0.73932,0.54024,0.57675,0.37867,2.4958,1.94484,2.45032,0.000544806,0.000544806,0.000544806
127,55.0272,1.65947,1.42635,1.9767,0.78869,0.49077,0.59246,0.39877,2.34242,1.85532,2.39684,0.000537733,0.000537733,0.000537733
128,55.4383,1.7687,1.52713,1.95061,0.81522,0.49784,0.59122,0.39888,2.27825,1.78236,2.39038,0.000530659,0.000530659,0.000530659
